"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 30 00:39:36 EET 2019","Tue Jul 30 00:39:42 EET 2019","6591","UI Test","Test","AppTest","AppTest","test","test",""
